clustID,cluster_confidence,uniprotACCs
huMAP3_01995.1,1,P0C1Z6 P25490 Q3YBR2 Q53TQ3 Q6P4R8 Q6PI98 Q8NBZ0 Q96EZ8 Q9C086 Q9H981 Q9H9F9 Q9ULG1
huMAP3_01996.1,1,O60477 Q6DN90
huMAP3_01997.1,1,O15231 P42701
huMAP3_01998.1,1,O43396 P54578
huMAP3_01999.1,1,P0DJD0 P0DJD1 P43487 P61769 P61956 P61970 P62826 Q15398 Q9BXS6
huMAP3_02000.1,1,P34903 Q92545
huMAP3_02001.1,1,O75069 Q9Y3E1
huMAP3_02002.1,1,O00534 Q96FN5 Q9NS37
huMAP3_02003.1,1,P34949 Q53H82
huMAP3_02004.1,1,P61009 P67812 Q15005 Q6DKI7 Q9BY50 Q9BZR6 Q9NP99 Q9Y6A9
huMAP3_02005.1,1,Q86VD1 Q9Y6X9
huMAP3_02006.1,1,P00374 Q9NUQ8
huMAP3_02007.1,1,Q6P2H8 Q6UE05 Q96B96
huMAP3_02008.1,1,P54132 Q8NCC3
huMAP3_02009.1,1,Q6ZN16 Q9NWS6 Q9Y275
huMAP3_02010.1,1,Q15058 Q9H2G9 Q9Y3B3
huMAP3_02011.1,1,Q01081 Q5BKY9 Q99590
huMAP3_02012.1,1,Q7Z5G4 Q9ULC8
huMAP3_02013.1,1,P09651 Q32P51
huMAP3_02014.1,1,P00352 Q8N4F0 Q8WWU7
huMAP3_02015.1,1,Q8N4Q0 Q8N9B5 Q9NS71
huMAP3_02016.1,1,P51589 Q8NBR6
huMAP3_02017.1,1,O60602 Q8WYK0
huMAP3_02018.1,1,P31641 Q96GZ6 Q9GZQ4
huMAP3_02019.1,1,O00148 O75152 Q13838 Q6I9Y2 Q8NI27 Q96J01 Q96T58
huMAP3_02020.1,1,Q8N1E6 Q8N5M4 Q8NFZ0
huMAP3_02021.1,1,P13640 Q8N339
huMAP3_02022.1,1,O14964 P23193 Q92783 Q96PF1
huMAP3_02023.1,1,P06213 P08069
huMAP3_02024.1,1,O95047 P15428 P34913 Q13882 Q6BCY4 Q6ZUI0 Q8WVF5 Q9BW30 Q9UN76
huMAP3_02025.1,1,P43361 P55197 P55198 Q8TEK3
huMAP3_02026.1,1,Q6WRX3 Q8IW36
huMAP3_02027.1,1,P05023 P60468 Q8WUX1 Q9NVI7
huMAP3_02028.1,1,P60520 Q3MII6
huMAP3_02029.1,1,P51610 Q9Y4A8
huMAP3_02030.1,1,A0A0B4J2A2 P50453 Q11203 Q8IXT1
huMAP3_02031.1,1,O95999 Q13489 Q6P0N0 Q9UDY8
huMAP3_02032.1,1,O00562 O95159 P22059 Q13241 Q9BZ71 Q9BZF3 Q9H4L5 Q9P0L0
huMAP3_02033.1,1,O75155 P51648
huMAP3_02034.1,1,A6NKT7 P52735 P98077
huMAP3_02035.1,1,O00264 P05177 P20813
huMAP3_02036.1,1,Q8TAZ6 Q9BSG0
huMAP3_02037.1,1,P09110 P52758 Q15067 Q8N6N7
huMAP3_02038.1,1,Q02487 Q13308 Q9NYQ6
huMAP3_02039.1,1,P43630 P50479
huMAP3_02040.1,1,Q9NRS6 Q9NYD6
huMAP3_02041.1,1,O95833 Q86WR7 Q8WUT9
huMAP3_02042.1,1,O00592 P23470 Q8N6N6
huMAP3_02043.1,1,Q6PEY0 Q7Z2K8 Q9NWQ8 Q9UNN8 Q9Y2G0
huMAP3_02044.1,1,O75150 Q5VTR2 Q9BTA9 Q9UHA7
huMAP3_02045.1,1,Q9BTC0 Q9H2W6
huMAP3_02046.1,1,P01568 Q53G44 Q8TCB0
huMAP3_02047.1,1,P62256 Q6ZMT1
huMAP3_02048.1,1,Q8IZU0 Q8NEH6
huMAP3_02049.1,1,Q68G74 Q6QHK4
huMAP3_02050.1,1,O60573 O75420
huMAP3_02051.1,1,Q15622 Q86VD7
huMAP3_02052.1,1,Q96E11 Q9UMS0
huMAP3_02053.1,1,P09105 Q8IV36
huMAP3_02054.1,1,Q68E01 Q86VU5
huMAP3_02055.1,1,P31749 Q6UXT9 Q9Y243
huMAP3_02056.1,1,Q03052 Q9NP77
huMAP3_02057.1,1,P55854 P63279
huMAP3_02058.1,1,P54687 Q5VZ52
huMAP3_02059.1,1,Q14156 Q5VY80 Q6P6B1 Q8IYP9
huMAP3_02060.1,1,Q86UW7 Q8NA69 Q9P2R3
huMAP3_02061.1,1,P50579 Q8N9U0 Q9HC44
huMAP3_02062.1,1,P31025 Q8NEY3
huMAP3_02063.1,1,P41240 P42679 Q9NWQ8
huMAP3_02064.1,1,P52789 P52790
huMAP3_02065.1,1,Q5MJ10 Q969F1
huMAP3_02066.1,1,O95455 Q9UIC8
huMAP3_02067.1,1,P37840 Q9NTJ4
huMAP3_02068.1,1,P15976 Q9HC10
huMAP3_02069.1,1,P02452 P08123 Q5T124 Q8N7E2
huMAP3_02070.1,1,Q6H9L7 Q6ZPD9 Q9BXY4
huMAP3_02071.1,1,P32322 Q96C36 Q96P11
huMAP3_02072.1,1,Q5T0Z8 Q70E73 Q9UQB8
huMAP3_02073.1,1,O94889 Q13618 Q6TFL4 Q7Z5Y7 Q9BSF8 Q9P2K6 Q9P2N7
huMAP3_02074.1,1,P13385 P63000
huMAP3_02075.1,1,Q16878 Q16881 Q9NNW7
huMAP3_02076.1,1,P0C7P0 Q9BZ11 Q9GZU3
huMAP3_02077.1,1,O95197 Q96D05
huMAP3_02078.1,1,P32418 P36896 P68106 Q04771 Q7Z418 Q9BSN7
huMAP3_02079.1,1,Q8ND56 Q9NR22
huMAP3_02080.1,1,Q6ZSC3 Q8IXQ6 Q8TDB6
huMAP3_02081.1,1,Q96ER9 Q9Y328
huMAP3_02082.1,1,Q8TF76 Q9UL42
huMAP3_02083.1,1,A6NDU8 Q8WW14
huMAP3_02084.1,1,Q8TEV9 Q96LT7
huMAP3_02085.1,1,O60486 Q92835
huMAP3_02086.1,1,Q07820 Q13794
huMAP3_02087.1,1,O15503 P55290 Q92503
huMAP3_02088.1,1,O00398 Q6PCB6
huMAP3_02089.1,1,O43918 P04080 P09668 Q502W6
huMAP3_02090.1,1,P49770 Q9Y2C4
huMAP3_02091.1,1,Q8N9L9 Q96E29 Q9NXV6
huMAP3_02092.1,1,O75427 Q6H9L7
huMAP3_02093.1,1,Q15154 Q76N32 Q9C099
huMAP3_02094.1,1,Q86TM3 Q9NXZ2
huMAP3_02095.1,1,Q6UWV6 Q9UM22
huMAP3_02096.1,1,P0CG48 Q8IXI1
huMAP3_02097.1,1,Q9H4D5 Q9UKK6
huMAP3_02098.1,1,Q8N7W2 Q8WWY6
huMAP3_02099.1,1,P29016 Q8IWB1 Q96QP1
huMAP3_02100.1,1,O14772 P0CJ79 Q5VV52 Q9UHQ1
huMAP3_02101.1,1,P21127 Q96S94 Q9UHR5 Q9UK58 Q9UQ88
huMAP3_02102.1,1,Q9BX46 Q9H0Z9
huMAP3_02103.1,1,P27694 P35244 Q96FZ2
huMAP3_02104.1,1,P15531 P22392
huMAP3_02105.1,1,O75616 Q92552 Q9Y2R5 Q9Y399
huMAP3_02106.1,1,Q3KNS6 Q8IYB5
huMAP3_02107.1,1,O75528 Q9Y6J9
huMAP3_02108.1,1,P00325 P05981 P07327
huMAP3_02109.1,1,P36405 Q9Y2Y0
huMAP3_02110.1,1,O14795 O95057 Q14940 Q96GC6 Q96HU8
huMAP3_02111.1,1,O00483 Q8IW45 Q8NDZ2 Q8TB37 Q9BSD7 Q9UBS4
huMAP3_02112.1,1,P19793 P48443 P55055
huMAP3_02113.1,1,P49736 Q9BTE3
huMAP3_02114.1,1,O95428 P52888
huMAP3_02115.1,1,P0C5Y9 P31941
huMAP3_02116.1,1,Q14690 Q86WX3 Q8WY36 Q9BVJ6 Q9H4L4
huMAP3_02117.1,1,Q8N865 Q96NN9
huMAP3_02118.1,1,Q86TP1 Q8IYJ0
huMAP3_02119.1,1,P27695 P27816 Q05682 Q9BZZ5
huMAP3_02120.1,1,Q15776 Q86W11
huMAP3_02121.1,1,P09016 Q8IWZ3
huMAP3_02122.1,1,A5A3E0 Q9HC23
huMAP3_02123.1,1,O43761 Q1HG44
huMAP3_02124.1,1,O43294 Q9Y5G6
huMAP3_02125.1,1,P11215 Q9HB55
huMAP3_02126.1,1,Q6QNY0 Q6QNY1 Q8TDH9 Q96B45 Q96EV8 Q9NUP1 Q9UL45
huMAP3_02127.1,1,P08047 Q9UNP4
huMAP3_02128.1,1,D6RGX4 O60885 Q86YD7
huMAP3_02129.1,1,A5YM69 A6NNT2 P62993 Q07890 Q12774 Q9UI32 Q9UJM3
huMAP3_02130.1,1,P78524 Q8N8K9
huMAP3_02131.1,1,P49585 Q96PC2
huMAP3_02132.1,1,O95258 P51957 Q5SVS4 Q8WWB7
huMAP3_02133.1,1,O15162 Q15038 Q9H902 Q9Y693
huMAP3_02134.1,1,Q9NQ25 Q9NUY8
huMAP3_02135.1,1,P08237 P11498 P49411 Q969S9
huMAP3_02136.1,1,P17706 Q9UIF7
huMAP3_02137.1,1,P53804 Q5MJ10 Q8ND24
huMAP3_02138.1,1,P14415 P60033 Q12999 Q9BXK5
huMAP3_02139.1,1,O75208 P04181 Q8N1Q8
huMAP3_02140.1,1,P04183 P50238
huMAP3_02141.1,1,P02452 P08123 Q5T124
huMAP3_02142.1,1,P30711 Q96AQ7
huMAP3_02143.1,1,P49639 Q8NF64
huMAP3_02144.1,1,Q9HBW1 Q9HCJ2
huMAP3_02145.1,1,P43363 Q15596 Q2KHR3 Q8WUB2 Q9P0K8
huMAP3_02146.1,1,Q9BQG0 Q9NY65
huMAP3_02147.1,1,Q8TAA5 Q9H857
huMAP3_02148.1,1,Q3KQU3 Q5TCZ1
huMAP3_02149.1,1,A6NGE4 Q5TAQ9
huMAP3_02150.1,1,Q12923 Q14435 Q14596 Q5H9U9 Q86YF9 Q8TBK6 Q96T68 Q9BQF6
huMAP3_02151.1,1,O60476 P25098 P35626
huMAP3_02152.1,1,Q15365 Q8NEQ6
huMAP3_02153.1,1,P56279 Q5SWX8 Q9UBC3 Q9UN74 Q9Y6K1
huMAP3_02154.1,1,Q4ADV7 Q8WW33 Q92546
huMAP3_02155.1,1,P08048 P17010
huMAP3_02156.1,1,P05362 Q8IW45
huMAP3_02157.1,1,Q5JRV8 Q86YD5 Q9H0M0
huMAP3_02158.1,1,Q5JXX7 Q5THJ4 Q9UMX0
huMAP3_02159.1,1,O00458 P32970 Q8WXE1 Q9UNW1
huMAP3_02160.1,1,Q6DKJ4 Q6NT52 Q9NU02
huMAP3_02161.1,1,P20645 Q7Z5A9
huMAP3_02162.1,1,P31785 P37059 Q16653 Q969E2 Q96HR9 Q99946
huMAP3_02163.1,1,Q75WM6 Q9HCF6
huMAP3_02164.1,1,P08294 Q5T3U5 Q9BQ95
huMAP3_02165.1,1,Q6PCD5 Q86UV6
huMAP3_02166.1,1,Q13571 Q9H3S4 Q9HCQ5
huMAP3_02167.1,1,A6NET4 Q8NHB7
huMAP3_02168.1,1,P05408 P0C869
huMAP3_02169.1,1,P05107 P05452 P16050 P39900 Q687X5 Q96BY9 Q9H0P0
huMAP3_02170.1,1,O00311 Q9UBU7
huMAP3_02171.1,1,O94874 Q96HY6
huMAP3_02172.1,1,Q8N726 Q9H9D4
huMAP3_02173.1,1,Q6QEF8 Q9BR76
huMAP3_02174.1,1,Q12934 Q96MC5
huMAP3_02175.1,1,P0DMS8 P30536 Q8N695
huMAP3_02176.1,1,Q7KZF4 Q86UE4
huMAP3_02177.1,1,Q6NY19 Q8IVF7
huMAP3_02178.1,1,Q7Z406 Q9UH90
huMAP3_02179.1,1,O43896 Q8N9M1
huMAP3_02180.1,1,Q13422 Q9H2S9 Q9UKS7 Q9UKT9
huMAP3_02181.1,1,Q14990 Q8TB22 Q969W8
huMAP3_02182.1,1,Q13467 Q7L8S5 Q969S0 Q96FL8 Q99679 Q9H6D3 Q9NPG1
huMAP3_02183.1,1,Q8TAG5 Q9NP87 Q9UKU7
huMAP3_02184.1,1,Q8NDV7 Q9H9G7 Q9HCK5 Q9UPQ9
huMAP3_02185.1,1,O75460 Q05586 Q68CP4 Q8WZ71 Q96FT7
huMAP3_02186.1,1,Q16777 Q9UEE9
huMAP3_02187.1,1,O43583 Q9ULC4
huMAP3_02188.1,1,P10070 P30307 Q92611 Q9UMX1
huMAP3_02189.1,1,O00483 P83110 Q6UWW8 Q86YD3
huMAP3_02190.1,1,P02675 P55263 Q96B36 Q9H2G2
huMAP3_02191.1,1,Q14982 Q15814 Q9P121
huMAP3_02192.1,1,Q4ADV7 Q8WW33 Q92546 Q9NVF9
huMAP3_02193.1,1,Q2NL82 Q7Z478
huMAP3_02194.1,1,A2RU30 O75936 Q14571 Q14573 Q14643 Q9UMX3 Q9Y6F6
huMAP3_02195.1,1,O60682 P52943
huMAP3_02196.1,1,O00624 Q6UVM3
huMAP3_02197.1,1,Q86UR5 Q9UJD0 Q9UQ26
huMAP3_02198.1,1,A6NCF5 Q5JTC6 Q9H4B6
huMAP3_02199.1,1,O43665 P27930 Q53SZ7 Q6XUX3
huMAP3_02200.1,1,O95831 P54819 P55789
huMAP3_02201.1,1,O00182 P08962 P19256 P23634 P51790 Q3B8N2 Q6DKI2 Q8IWA5 Q92581 Q9NRA2 Q9UHW9 Q9UP95 Q9Y6M5 Q9Y6M7
huMAP3_02202.1,1,P27216 Q05D60
huMAP3_02203.1,1,Q9H008 Q9H0R4 Q9HB07
huMAP3_02204.1,1,O15539 P22749 P55786
huMAP3_02205.1,1,P27824 Q7LFX5 Q969X2
huMAP3_02206.1,1,P05408 Q9BUX1
huMAP3_02207.1,1,O43390 O75525 Q99729
huMAP3_02208.1,1,O95935 Q9UMR3
huMAP3_02209.1,1,P17516 Q9HCC8
huMAP3_02210.1,1,Q14831 Q14833 Q8TCZ2
huMAP3_02211.1,1,P35443 P49746 Q96MH7 Q99726
huMAP3_02212.1,1,Q7Z7E8 Q8WVN8
huMAP3_02213.1,1,P32239 Q96IK5
huMAP3_02214.1,1,Q16394 Q96TA2
huMAP3_02215.1,1,P09341 P19876
huMAP3_02216.1,1,P52815 Q4J6C6 Q9NP92
huMAP3_02217.1,1,Q5H9U9 Q8TBK6
huMAP3_02218.1,1,Q8WVZ9 Q96QE5
huMAP3_02219.1,1,P07357 P32246 P35326 P49441 Q01432 Q6P1N0 Q71DI3 Q9H6B9 Q9H720 Q9NUJ7
huMAP3_02220.1,1,Q8WU58 Q9UBE8 Q9UPX8
huMAP3_02221.1,1,O15090 O60315 P56545 Q13363 Q8N3X6 Q92618
huMAP3_02222.1,1,P54753 Q9NZH0
huMAP3_02223.1,1,Q6EKJ0 Q86UP8 Q9NRX4
huMAP3_02224.1,1,P54756 Q6IC83
huMAP3_02225.1,1,Q7L1S5 Q8TAS1 Q9BV94
huMAP3_02226.1,1,O14576 O43237 P51808 P57723 Q13409 Q14204 Q9Y6G9
huMAP3_02227.1,1,Q05397 Q13976
huMAP3_02228.1,1,A1X283 Q13191
huMAP3_02229.1,1,P0C7V8 Q13619 Q13620 Q16531 Q6RI45 Q96SW2
huMAP3_02230.1,1,Q16825 Q96IF1
huMAP3_02231.1,1,P62877 Q9UKT5
huMAP3_02232.1,1,Q8N158 Q9BYE2
huMAP3_02233.1,1,Q16385 Q8N2H4 Q99909
huMAP3_02234.1,1,Q5SW79 Q9BVG8
huMAP3_02235.1,1,Q03052 Q05925 Q9NP77
huMAP3_02236.1,1,P00450 P01042 P02652 P02790 P04217 P19652 P19823
huMAP3_02237.1,1,P10909 Q86SQ4 Q9HCL2
huMAP3_02238.1,1,Q93009 Q96EI5 Q9H568
huMAP3_02239.1,1,P61421 Q13488 Q9Y487
huMAP3_02240.1,1,O75173 Q9H649
huMAP3_02241.1,1,P22304 P23284 Q8NBP7
huMAP3_02242.1,1,P01011 P01024 P02671 P02679 P02763 P02765 P02787 P06727 P0C0L4
huMAP3_02243.1,1,P20155 P30047 Q8WV74
huMAP3_02244.1,1,Q9Y5E4 Q9Y5F0 Q9Y5F2
huMAP3_02245.1,1,P53355 Q07157
huMAP3_02246.1,1,P08648 P21980 Q9NZK7
huMAP3_02247.1,1,O14744 Q14011 Q9BQA1 Q9BRS2
huMAP3_02248.1,1,O75330 Q86VQ1 Q93073 Q9H4H8
huMAP3_02249.1,1,P23945 Q9H461
huMAP3_02250.1,1,P17936 P19623 Q4G0S7 Q5JVL4 Q63HM1
huMAP3_02251.1,1,P37088 Q9H112
huMAP3_02252.1,1,Q86WP2 Q92541 Q9H6A0
huMAP3_02253.1,1,Q96IY4 Q9BS40
huMAP3_02254.1,1,Q496F6 Q5VWZ2
huMAP3_02255.1,1,P36402 Q9C0K0
huMAP3_02256.1,1,Q96GI7 Q9UBT6
huMAP3_02257.1,1,Q3MIT2 Q9NX38 Q9Y3M2 Q9Y6X8
huMAP3_02258.1,1,Q2T9L4 Q96A28
huMAP3_02259.1,1,O95294 Q9BRG2 Q9UBD6
huMAP3_02260.1,1,P26718 Q68J44
huMAP3_02261.1,1,P06756 P18084 P54289 Q08431
huMAP3_02262.1,1,P54317 Q8IYM0
huMAP3_02263.1,1,P14598 P49959 Q13508
huMAP3_02264.1,1,P18754 P46060
huMAP3_02265.1,1,O60235 P02808 P08493 P15941 P27487 Q5K651 Q6UXB2 Q6XPR3 Q86VR7 Q8NAU1 Q9BW04 Q9UKR3
huMAP3_02266.1,1,O15078 Q9Y6R9
huMAP3_02267.1,1,O75410 O95359
huMAP3_02268.1,1,Q9UN72 Q9UN74 Q9Y5H6 Q9Y5H9 Q9Y5I0
huMAP3_02269.1,1,Q53H12 Q9Y5J6
huMAP3_02270.1,1,O75665 Q1MSJ5 Q49A88 Q8N0Z3 Q96DN5 Q96M89 Q96NB1 Q9Y2D8
huMAP3_02271.1,1,Q9NVM6 Q9P013
huMAP3_02272.1,1,O75083 Q9Y281
huMAP3_02273.1,1,Q68CZ2 Q7Z4W1 Q9BXF3 Q9H4E7 Q9HCJ0 Q9ULK0
huMAP3_02274.1,1,P16298 P48454 Q08209 Q14934
huMAP3_02275.1,1,P09017 P09067 Q8TAD7
huMAP3_02276.1,1,O75157 Q15714 Q99576 Q9UQQ2 Q9Y3Q8
huMAP3_02277.1,1,O43822 Q8WW24 Q96PY6
huMAP3_02278.1,1,Q66K89 Q96JB3
huMAP3_02279.1,1,Q8TE23 Q9NPC4 Q9UF11
huMAP3_02280.1,1,645345 P62891 Q5VTL8 Q9NQ29
huMAP3_02281.1,1,P49750 Q14966 Q8IXT5 Q8NEY8 Q9HCD5
huMAP3_02282.1,1,P34925 Q8IWK6 Q8TD07 Q8WVN6 Q96PE1 Q9BZM5
huMAP3_02283.1,1,Q6ZN54 Q8WX94 Q9NQ66
huMAP3_02284.1,1,P43034 P68402
huMAP3_02285.1,1,O95999 Q13489 Q9UDY8
huMAP3_02286.1,1,O60676 Q5VVC0
huMAP3_02287.1,1,O00626 O75164 Q99611
huMAP3_02288.1,1,O43918 P04080 P09668
huMAP3_02289.1,1,P49736 Q6ZRQ5
huMAP3_02290.1,1,Q96BP2 Q96NT1 Q9H341
huMAP3_02291.1,1,O43865 P48426 P78356 Q14832 Q14978 Q8N3E9 Q8TF01
huMAP3_02292.1,1,O43805 P26447
huMAP3_02293.1,1,Q01668 Q13112
huMAP3_02294.1,1,Q8IXL7 Q969T3 Q9BY44
huMAP3_02295.1,1,P08949 Q5XPI4 Q9BSL1
huMAP3_02296.1,1,Q5SW96 Q9BYT8
huMAP3_02297.1,1,O15085 P17812 Q6B0B8 Q9NRF8
huMAP3_02298.1,1,O95178 Q96LL9
huMAP3_02299.1,1,O43805 P26447 Q15319
huMAP3_02300.1,1,P08758 Q8NGA1
huMAP3_02301.1,1,O95985 P51114 Q06787 Q8WV92 Q9H7E2
huMAP3_02302.1,1,Q5VZV1 Q8NFQ6
huMAP3_02303.1,1,A8MT70 Q92628
huMAP3_02304.1,1,Q8IZ41 Q9UNT1
huMAP3_02305.1,1,Q96CF2 Q9H7T9 Q9Y276
huMAP3_02306.1,1,Q86U90 Q9BPZ2 Q9NQW7
huMAP3_02307.1,1,Q86XE5 Q9BVV2
huMAP3_02308.1,1,Q12899 Q6K0P9
huMAP3_02309.1,1,Q6IQ32 Q6T310
huMAP3_02310.1,1,O60237 Q9Y576
huMAP3_02311.1,1,O60260 Q9BRL6
huMAP3_02312.1,1,P06865 P07686
huMAP3_02313.1,1,Q5JRC9 Q6GTX8
huMAP3_02314.1,1,O00566 Q9H7B2
huMAP3_02315.1,1,O43837 P50213 P51553 Q9NR23
huMAP3_02316.1,1,Q96BD6 Q99614
huMAP3_02317.1,1,O75398 Q53EZ4 Q5W0U4
huMAP3_02318.1,1,P22459 Q5T0B9
huMAP3_02319.1,1,P16233 P54317
huMAP3_02320.1,1,Q6GMV3 Q8WXI7 Q9NQW6
huMAP3_02321.1,1,O95980 Q5TDP6
huMAP3_02322.1,1,Q6S5L8 Q92529
huMAP3_02323.1,1,P57060 Q96HC4 Q96HD9
huMAP3_02324.1,1,O43826 P13866
huMAP3_02325.1,1,A0AVT1 Q7L3V2 Q96LP2
huMAP3_02326.1,1,P47974 Q14693
huMAP3_02327.1,1,P01563 P01569
huMAP3_02328.1,1,A6NCL7 P80192 P84074 Q02779
huMAP3_02329.1,1,Q16836 Q9BX68
huMAP3_02330.1,1,O95833 Q58A45
huMAP3_02331.1,1,O15247 Q4KMQ1 Q8N543 Q9NZA1
huMAP3_02332.1,1,P29992 P30626
huMAP3_02333.1,1,Q6ZMH5 Q8IZJ1
huMAP3_02334.1,1,P15621 Q9ULM2
huMAP3_02335.1,1,Q96KR1 Q9NZB2
huMAP3_02336.1,1,Q15345 Q8WWA0
huMAP3_02337.1,1,Q96AQ8 Q9GZT6
huMAP3_02338.1,1,Q96PZ0 Q9NXG2
huMAP3_02339.1,1,P29033 Q401N2 Q6T4P5 Q92611 Q96FL8
huMAP3_02340.1,1,Q68EN5 Q92793 Q99966 Q9BUT1 Q9GZT9
huMAP3_02341.1,1,P17658 Q13303 Q14722
huMAP3_02342.1,1,O75144 P51790
huMAP3_02343.1,1,Q8N7H5 Q8WVC0 Q9GZS3
huMAP3_02344.1,1,Q7L8J4 Q96G01
huMAP3_02345.1,1,O43303 Q15051 Q6NSJ2
huMAP3_02346.1,1,P48723 Q13443 Q16394
huMAP3_02347.1,1,Q8IX90 Q8WVK7 Q96BD8
huMAP3_02348.1,1,P22061 Q8IZ83
huMAP3_02349.1,1,O43365 P08236
huMAP3_02350.1,1,Q00888 Q9NYQ7 Q9UQ74
huMAP3_02351.1,1,O95373 P16150 P50748 Q96ED9 Q9C0E2
huMAP3_02352.1,1,P57060 Q96HD9
huMAP3_02353.1,1,Q5TDH0 Q8N123 Q9NQ35
huMAP3_02354.1,1,P16402 Q6ZN17 Q96Q11 Q9Y5L5
huMAP3_02355.1,1,P29083 P55899
huMAP3_02356.1,1,A0A0B4J2D5 P30566 Q8IVU9
huMAP3_02357.1,1,O60927 P36873 Q12972 Q6PJW8 Q7Z3T8 Q8IWU2 Q8NI77 Q8WYN3 Q9H175
huMAP3_02358.1,1,Q00013 Q8IVC4
huMAP3_02359.1,1,Q01459 Q7Z6A9
huMAP3_02360.1,1,Q06609 Q14565
huMAP3_02361.1,1,Q14956 Q9UBP5
huMAP3_02362.1,1,O43236 Q14141 Q15019 Q16181 Q6ZU15 Q8IYM1 Q8WYJ6 Q92599 Q99719 Q9H3Q1 Q9NVA2 Q9P0V9 Q9UH03 Q9UHD8
huMAP3_02363.1,1,P13725 P40189
huMAP3_02364.1,1,O76096 Q06033
huMAP3_02365.1,1,O43488 O95154
huMAP3_02366.1,1,Q4V339 Q9BRT8
huMAP3_02367.1,1,O15235 P09001 P82912 P82932 Q13595 Q8IVS2 Q8IXZ2 Q8NC60 Q96EL2 Q9BYN8 Q9H7H0 Q9NWT8 Q9ULD5
huMAP3_02368.1,1,P11509 Q9UI14
huMAP3_02369.1,1,O43772 Q9NRE1
huMAP3_02370.1,1,O14950 P08590 P46940 P60660 Q13576
huMAP3_02371.1,1,Q5SVQ8 Q9UFB7
huMAP3_02372.1,1,Q13129 Q8ND82
huMAP3_02373.1,1,O60524 Q8WUA2 Q96CT7
huMAP3_02374.1,1,P21860 Q02297 Q9HC38
huMAP3_02375.1,1,P43631 Q14953 Q14954
huMAP3_02376.1,1,B1AK53 Q52LJ0 Q9UI46
huMAP3_02377.1,1,Q5JTB6 Q8NC26 Q9NWM3
huMAP3_02378.1,1,O43678 O75380
huMAP3_02379.1,1,Q86U44 Q9HCE5
huMAP3_02380.1,1,Q709C8 Q96DT0
huMAP3_02381.1,1,P43490 Q8TD08
huMAP3_02382.1,1,Q8IVW1 Q96NL1
huMAP3_02383.1,1,O00358 Q9NNZ6
huMAP3_02384.1,1,P06746 P18887 P49916 Q7Z2E3 Q8IW19 Q96T60 Q9NUW8
huMAP3_02385.1,1,Q16774 Q16822 Q32P41 Q6P587 Q8NFV4
huMAP3_02386.1,1,Q93009 Q9H568 Q9UQR0
huMAP3_02387.1,1,O15085 O43934 P52306 P61586 Q9NQW7
huMAP3_02388.1,1,P01135 Q8TCT8
huMAP3_02389.1,1,Q5U651 Q6NYC8
huMAP3_02390.1,1,P12271 Q9Y4A9
huMAP3_02391.1,1,O14730 Q96I25 Q9UPN6
huMAP3_02392.1,1,P51813 Q9UPU5
huMAP3_02393.1,1,Q8NCP5 Q96NX5
huMAP3_02394.1,1,Q8NGE1 Q9H4F1
huMAP3_02395.1,1,P51784 Q13107
huMAP3_02396.1,1,O75943 P0CG13 P35249 P40937 P40938 Q8WVB6 Q96QE3 Q9BVC3
huMAP3_02397.1,1,Q6EEV6 Q9Y448
huMAP3_02398.1,1,O00746 P15531
huMAP3_02399.1,1,P29083 P29084 Q9NRX4
huMAP3_02400.1,1,Q96JH7 Q96KN8
huMAP3_02401.1,1,Q14721 Q99542
huMAP3_02402.1,1,Q6AHZ1 Q9H251
huMAP3_02403.1,1,Q6PCB5 Q9UQ35
huMAP3_02404.1,1,A1L0T0 A2VDJ0 O95573 Q9HCG7
huMAP3_02405.1,1,P04234 Q9H4B0
huMAP3_02406.1,1,O95568 Q9BQ67
huMAP3_02407.1,1,Q96PN7 Q9H147
huMAP3_02408.1,1,Q6ZMZ0 Q8IVW1 Q9BZH6
huMAP3_02409.1,1,P49619 Q16760 Q96GY0
huMAP3_02410.1,1,Q6ZQW0 Q9Y4X4
huMAP3_02411.1,1,P18507 Q8N1C3
huMAP3_02412.1,1,P46934 Q76N89 Q8N5I2 Q9BWQ8
huMAP3_02413.1,1,Q9NVF7 Q9ULS5
huMAP3_02414.1,1,P10153 P13489 P31267 P34096 Q00056 Q9H0C8 Q9UDV7
huMAP3_02415.1,1,P22670 P48378 P48380
huMAP3_02416.1,1,Q16281 Q8NC06
huMAP3_02417.1,1,O95248 Q13613
huMAP3_02418.1,1,O95661 Q5QP82 Q9Y5W9
huMAP3_02419.1,1,Q0JRZ9 Q96CW1 Q9P1Z2
huMAP3_02420.1,1,O75185 Q7Z6I8
huMAP3_02421.1,1,O43320 P31371 Q9NP95
huMAP3_02422.1,1,Q6NSX1 Q96E39 Q9NWH9
huMAP3_02423.1,1,O60729 Q9NQ86
huMAP3_02424.1,1,Q99558 Q9Y6K9
huMAP3_02425.1,1,P27815 Q07343 Q08499
huMAP3_02426.1,1,Q8NDV7 Q9H9G7 Q9UKV8 Q9UL18
huMAP3_02427.1,1,Q8IWL1 Q9NYS0
huMAP3_02428.1,1,O00409 O15296 P22674 Q9UIJ7
huMAP3_02429.1,1,P47972 Q8TF42 Q9UJ68
huMAP3_02430.1,1,Q86Z20 Q96LR2
huMAP3_02431.1,1,P49748 Q6PKH6 Q9BTZ2
