clustID,cluster_confidence,uniprotACCs
huMAP3_09978.1,5,O43464 P08651 P09341 P19876 Q12933 Q13077 Q13489 Q13490 Q14164 Q92844 Q9NR28
huMAP3_09979.1,5,O75122 O94964 Q7KZI7 Q7Z460 Q9NXL2
huMAP3_09980.1,5,O14508 O14512 O14543 O14544 O75159 O95376 P0C0E4 P53370 Q12829 Q15345 Q15369 Q15370 Q15843 Q86X40 Q8WXH5 Q8WXH6 Q8WXK3 Q93034 Q96DX5 Q96MG8 Q96S21 Q99619 Q9BUE6 Q9C0C7 Q9NRJ4 Q9NSE2 Q9NV79 Q9NYS7 Q9UBF6 Q9Y575 Q9Y576 Q9Y6I7
huMAP3_09981.1,5,P11678 Q04756 Q8IVW1 Q96NL1
huMAP3_09982.1,5,O00217 O14561 O15239 O43181 O43674 O43676 O43678 O43920 O75251 O75306 O75380 O75438 O75489 O95139 O95167 O95168 O95169 O95178 O95182 O95298 O95299 O96000 P03886 P03891 P03905 P03915 P17568 P19404 P28331 P31930 P47985 P49821 P51970 P56181 P56556 Q16718 Q16795 Q8IUX1 Q96LL9 Q9BQ95 Q9BU61 Q9GZY4 Q9H845 Q9NX14 Q9P032 Q9P0J0 Q9UI09 Q9Y375 Q9Y6M9
huMAP3_09983.1,5,Q5BLP8 Q6ZSA7 Q8NE00 Q96HA4
huMAP3_09984.1,5,P25116 P30550 Q70CQ3 Q8TF62 Q96A57 Q9NVJ2
huMAP3_09985.1,5,P33402 P84157 Q02108 Q02153
huMAP3_09986.1,5,O75534 Q15056 Q7Z422 Q9BRS8 Q9H3H3 Q9P2E3 Q9Y3F4
huMAP3_09987.1,5,P51587 P52732 P58340 Q14667 Q8IXQ3 Q8NHS0
huMAP3_09988.1,5,O00178 O15523 Q8NCA5 Q8WTR2
huMAP3_09989.1,5,O75427 Q5VUJ6 Q6H9L7 Q8NF50 Q9Y2L9
huMAP3_09990.1,5,P13284 P53355 Q07157 Q6P1J6 Q86UK7
huMAP3_09991.1,5,P55082 Q8IV01 Q96IK5
huMAP3_09992.1,5,O75155 P42345 Q13395 Q6L8Q7 Q9NP80
huMAP3_09993.1,5,O60895 Q15622 Q86VD7 Q96DP5
huMAP3_09994.1,5,P02585 Q9BV87 Q9NZ63
huMAP3_09995.1,5,Q5BKU9 Q5GAN3 Q96GJ1 Q9BQS6
huMAP3_09996.1,5,A6PVS8 Q96H15 Q9H254
huMAP3_09997.1,5,O95989 P22528 P35321 Q6E0U4 Q8WVZ1 Q9GZP4 Q9P0G3
huMAP3_09998.1,5,P49281 Q69YU5 Q86WK9 Q8N2A8 Q8N5M9 Q8TCT7 Q96I36 Q96RQ1 Q9BUM1 Q9H3K2 Q9HAB3
huMAP3_09999.1,5,A2A368 O00273 Q9UJ04
huMAP3_10000.1,5,O00505 O00629 O14524 O14715 O15131 O15504 O43148 O60684 P0DJD0 P0DJD1 P18754 P35658 P37198 P43487 P46060 P49790 P49792 P52292 P52294 P52948 P55854 P61769 P61956 P61970 P62826 P63165 P63279 P78406 Q14974 Q15398 Q53GS7 Q69YH5 Q7Z3B4 Q8N9Q2 Q8NFH5 Q99567 Q99666 Q9BVL2 Q9BW19 Q9BXS6 Q9GZY0 Q9UBU9 Q9UKK6 Q9UKX7
huMAP3_10001.1,5,P02814 P04280 P0CJ78 P29597 Q6NSJ2 Q9NS68
huMAP3_10002.1,5,O14917 Q6V0I7 Q8N8Z6 Q9HCL0 Q9NPG4 Q9UN70 Q9Y5H2
huMAP3_10003.1,5,O60568 P08572 Q14050 Q14055 Q5TAT6 Q8IYK4 Q96P44 Q99704 Q9H267 Q9H9C1
huMAP3_10004.1,5,P02656 Q04844 Q4ZIN3 Q71RG4
huMAP3_10005.1,5,Q5JTB6 Q99435 Q9BXX0
huMAP3_10006.1,5,A1E959 Q14192 Q9NPZ5 Q9NYN1
huMAP3_10007.1,5,O43462 Q86XT9 Q8NAC3 Q96F81
huMAP3_10008.1,5,O14966 P16435 Q8IZV5 Q8WWC4 Q96AG4 Q9NP72 Q9Y5M8
huMAP3_10009.1,5,P35813 Q7L3T8 Q9H293
huMAP3_10010.1,5,O75400 P49756 P68400 Q05519 Q5M9Q1 Q66PJ3 Q6NYC1 Q8N5F7 Q96IZ7 Q9H9J4 Q9NP64 Q9NWB6 Q9NXE8 Q9P1Y6 Q9UHX1 Q9UJV9 Q9UQ35
huMAP3_10011.1,5,A6NGC4 O60635 Q9NP91
huMAP3_10012.1,5,Q6P2H3 Q969S2 Q9H5X1 Q9H6Q4
huMAP3_10013.1,5,O15062 O75521 O95714 Q13011 Q96JN8 Q96LW4 Q96T17 Q9BXG8 Q9HBT8 Q9UKA1 Q9UPS8 Q9Y5T5
huMAP3_10014.1,5,Q5TF21 Q86Y33 Q9BVS4
huMAP3_10015.1,5,P31273 Q12955 Q13387 Q14679 Q92565 Q96HS1 Q9NZD4 Q9UPT6 Q9UQF2
huMAP3_10016.1,5,Q8IZ41 Q96LK0 Q9UNT1
huMAP3_10017.1,5,P36508 Q6ISB3 Q9NZI5 Q9Y316
huMAP3_10018.1,5,O14939 Q8TD43 Q8WV48 Q9UIX4
huMAP3_10019.1,5,O14874 Q5VZV1 Q8NFQ6
huMAP3_10020.1,5,Q86XE3 Q8IYU8 Q9BPX6
huMAP3_10021.1,5,Q15007 Q5T200 Q69YN4 Q75N03 Q8N7E2 Q96T58
huMAP3_10022.1,5,P05408 P15090 Q9BUP0 Q9BUX1 Q9Y252
huMAP3_10023.1,5,O43819 P22102 P51617 P52789 P52790 Q9UJ14 Q9Y5Y2
huMAP3_10024.1,5,P14406 P14854 Q7L592
huMAP3_10025.1,5,O95178 P19404 Q8N0U4 Q8N183
huMAP3_10026.1,5,P17029 Q05481 Q13976
huMAP3_10027.1,5,O14686 O15047 O15550 O75478 O75528 P54259 P61964 Q01658 Q03164 Q14686 Q15291 Q5VUA4 Q7Z3B3 Q8IYH5 Q8NEZ4 Q8NFC6 Q92830 Q92831 Q96IK1 Q9C005 Q9C0D4 Q9H5V7 Q9H8E8 Q9HCK8 Q9NS73 Q9NX74 Q9P0U4 Q9P2R6 Q9UBL3 Q9ULM3 Q9UMN6 Q9UPS6 Q9Y5Z7
huMAP3_10028.1,5,Q76L83 Q8IXJ9 Q8NB78 Q92560 Q9BZ95 Q9P267
huMAP3_10029.1,5,P17655 P33241 Q96EK7
huMAP3_10030.1,5,O00590 O76024 P13164 Q5BJH2 Q5SRH9
huMAP3_10031.1,5,Q5T1M5 Q6UXH8 Q96B67 Q9NZC7
huMAP3_10032.1,5,O43809 O75718 P23284 Q16630 Q32P28 Q86XT2 Q8IVL5 Q92838 Q9NXH8
huMAP3_10033.1,5,O43175 O95208 Q53ET0 Q6UUV7 Q9H201 Q9UPQ9 Q9Y6I3 Q9Y6R0
huMAP3_10034.1,5,Q8N6M0 Q96IZ0 Q9UPQ0
huMAP3_10035.1,5,O14602 P47813 Q969S3 Q96T88
huMAP3_10036.1,5,O94829 P30101 Q6JQN1 Q8NDA8 Q92538 Q99445 Q9Y6D5
huMAP3_10037.1,5,P08949 P51460 Q5XPI4 Q96GL9 Q9BSL1
huMAP3_10038.1,5,Q86TU7 Q9BXU2 Q9BXU3 Q9HC73
huMAP3_10039.1,5,Q14690 Q15269 Q86WX3 Q8WY36 Q9BVJ6 Q9H4L4
huMAP3_10040.1,5,O43820 P27824 Q7LFX5 Q969X2 Q96BW5
huMAP3_10041.1,5,P02795 P04731 P04733
huMAP3_10042.1,5,Q06190 Q6FHJ7 Q93052 Q9H7P9 Q9UGP4 Q9UK33
huMAP3_10043.1,5,O75164 O94953 P23193 Q01970 Q8N392 Q96PZ0
huMAP3_10044.1,5,Q6ZMH5 Q9BZM4 Q9BZM6
huMAP3_10045.1,5,O00566 O15479 P10074 Q5SVQ8 Q96QR8 Q9H7B2
huMAP3_10046.1,5,O60383 Q5VV52 Q99519
huMAP3_10047.1,5,O00238 Q6GMV2 Q6IAA8 Q86W33
huMAP3_10048.1,5,P02585 Q96BM0 Q9NZ63
huMAP3_10049.1,5,P09429 P23497 Q5EBL4 Q8IY22 Q8TDV5
huMAP3_10050.1,5,A0AUZ9 A8MW92 C9JHY2 Q7Z3B3 Q8NEL9 Q96EZ8 Q9BVI0 Q9H7Z6 Q9H9L4 Q9NX74 Q9P2N6
huMAP3_10051.1,5,P14316 P25774 Q14135 Q7Z5L9 Q8IU81 Q99594 Q9H1B7
huMAP3_10052.1,5,O94972 Q0VGE8 Q8N9Z0
huMAP3_10053.1,5,C9J7I0 O43633 P53990 Q7LBR1 Q8WUM4 Q96FZ7 Q99816 Q9BY43 Q9H444 Q9HD42 Q9NZZ3 Q9UQN3 Q9Y2B5 Q9Y3E7
huMAP3_10054.1,5,O15287 O15360 P09086 Q6NZ36
huMAP3_10055.1,5,Q16878 Q16881 Q96CX6 Q9NNW7
huMAP3_10056.1,5,P23284 P43121 Q14112 Q16363 Q9UKJ1
huMAP3_10057.1,5,Q6GMV3 Q8NGA1 Q9H2P9 Q9H4S2
huMAP3_10058.1,5,O14977 O95190 P54368 Q96A70
huMAP3_10059.1,5,Q8IUC8 Q99965 Q9BY71
huMAP3_10060.1,5,O14668 O15165 P46934 P81408 Q15884 Q6ZWJ1 Q76N89 Q86SU0 Q86YD5 Q8IYW5 Q8N5I2 Q8N6L7 Q8WVE6 Q96B67 Q96G27 Q96J02 Q96PU5 Q9BWQ8 Q9BZD6 Q9H0M0 Q9NV92 Q9NW97 Q9NWM3 Q9NZC7 Q9P2P5 Q9Y3P4
huMAP3_10061.1,5,A0PJE2 F5GYL9 O75602 O95147 P01100 P0DPA2 P33764 P51178 Q04941 Q13228 Q15828 Q17RD7 Q5JW98 Q674R7 Q6K0P9 Q6MZM0 Q86SG7 Q86SJ6 Q8NI17 Q8TDX6 Q8TF66 Q8WWZ1 Q96PI1 Q9BQI5 Q9H255 Q9NQ38 Q9ULW8 Q9Y3R4 Q9Y4K1
huMAP3_10062.1,5,Q13243 Q5QNW6 Q8TF68 Q9BQ67
huMAP3_10063.1,5,O60828 P55081 Q8NAV1 Q9BZL1 Q9Y2W2
huMAP3_10064.1,5,Q5TDH0 Q8N123 Q8WTU0 Q92681 Q9NQ35
huMAP3_10065.1,5,O95372 P18084 P42701 Q9Y4K0
huMAP3_10066.1,5,O95163 Q494U1 Q5XKK7 Q6IA86 Q9BQC3 Q9BZG8 Q9H9T3
huMAP3_10067.1,5,O96008 P40197 Q92543
huMAP3_10068.1,5,P32881 Q6ZT12 Q96E52
huMAP3_10069.1,5,P31213 Q96FE7 Q9BX46
huMAP3_10070.1,5,Q5T230 Q9UJT2 Q9UPW0
huMAP3_10071.1,5,O14967 P04843 P04844 P39656 P61165 P61803 Q13454 Q8TCJ2 Q9BU23 Q9H0U3
huMAP3_10072.1,5,O60741 Q9UL51 Q9Y3Q4
huMAP3_10073.1,5,Q8IZV5 Q9Y2C2 Q9Y2P4
huMAP3_10074.1,5,O95639 P49137 Q12872 Q6NYC1 Q7L4I2 Q8NAV1 Q99590 Q9H9J4
huMAP3_10075.1,5,E9PL57 Q86V88 Q96Q07
huMAP3_10076.1,5,O95455 P21695 Q8IYX4 Q9UIC8
huMAP3_10077.1,5,O14558 O95168 P04792 P42702
huMAP3_10078.1,5,P32004 Q8N183 Q92547 Q9NTU7 Q9P2J2 Q9UQ53 Q9Y4C0
huMAP3_10079.1,5,O75792 Q9H7U1 Q9UPS8 Q9UPV0
huMAP3_10080.1,5,Q06203 Q5U5Z8 Q8IX90 Q8N5W9 Q8WVK7 Q96BD8 Q9UKK9
huMAP3_10081.1,5,Q7Z5A7 Q9HBW1 Q9HCJ2 Q9NT99
huMAP3_10082.1,5,P52272 Q13148 Q9P2K5
huMAP3_10083.1,5,A2AJT9 P84090 P98182 Q495B1 Q5VWN6 Q96LX8 Q99549 Q9UK61
huMAP3_10084.1,5,P35372 Q9H900 Q9NSG2
huMAP3_10085.1,5,P09234 Q15063 Q5VV67 Q70Z35
huMAP3_10086.1,5,A2RRD8 A8MTY0 Q14586 Q14592 Q6DD87 Q8WV37 Q96N38
huMAP3_10087.1,5,P10588 P83111 Q6PKH6 Q8N465 Q9BS92 Q9UFN0
huMAP3_10088.1,5,O43776 O95202 P00387 P23193 P43897 P46063 Q13526 Q8WYA6 Q99986 Q9NTZ6
huMAP3_10089.1,5,O15078 O43303 Q15051 Q5T7B8 Q6NSJ2 Q8IW35 Q9Y6R9
huMAP3_10090.1,5,P31641 Q96GZ6 Q9GZQ4 Q9UL54
huMAP3_10091.1,5,O43169 Q5SZQ8 Q8N6W0 Q8TB72
huMAP3_10092.1,5,P06340 P46098 Q04671 Q7L1W4 Q8WW62 Q9Y561
huMAP3_10093.1,5,P26583 Q03112 Q8WVJ9 Q9HC78
huMAP3_10094.1,5,O15090 O60315 O75362 Q13363 Q8IYN6 Q8N3X6 Q92618 Q92766
huMAP3_10095.1,5,O95084 P05997 P12111 P20908 P53420 Q6ISS4 Q6UXH8 Q96A83 Q9UMD9
huMAP3_10096.1,5,O75071 Q3KR37 Q8IUY3 Q8IYS0 Q96CP6 Q96HH9 Q9NVH0
huMAP3_10097.1,5,P20155 P30047 Q8WV74 Q99797
huMAP3_10098.1,5,P49750 P61978 P78332 P98179 Q07666 Q14151 Q14966 Q15424 Q6MZZ7 Q6NSX1 Q8IXT5 Q8NEY8 Q92841 Q96E39 Q9HCD5 Q9NWH9 Q9Y2Y9
huMAP3_10099.1,5,P31249 P32929 Q9UJ72
huMAP3_10100.1,5,O75167 P0CG48 P40123 P62736 P68032 Q01518 Q562R1 Q8TCA0
huMAP3_10101.1,5,B9A064 O00339 O15547 P00450 P00734 P00738 P00739 P00747 P00751 P01009 P01011 P01019 P01023 P01024 P01031 P01042 P02647 P02652 P02656 P02671 P02675 P02679 P02743 P02763 P02765 P02766 P02768 P02787 P02790 P04003 P04196 P04217 P05155 P06727 P0C0L4 P0C0L5 P0DJI9 P15814 P19652 P19823 P19827 P22352 P35542 Q14624 Q16659 Q5VVX9 Q86X95 Q8N9F7 Q9UIL8
huMAP3_10102.1,5,A6NGC4 O60635 Q9NP91 Q9Y2Q0
huMAP3_10103.1,5,P09105 P27708 P49327 Q8N8N7
huMAP3_10104.1,5,P49454 Q9H2F9 Q9Y253
huMAP3_10105.1,5,P12694 P21953 Q96D09 Q9BQ70
huMAP3_10106.1,5,C9JHY2 O15294 P51610 Q6N021 Q8IXJ9 Q8TBB0 Q92560 Q96EK4 Q9NWW0 Q9P2N6 Q9Y4A8
huMAP3_10107.1,5,O43399 O60391 P55327 Q06546 Q06547 Q16890 Q8TCU5 Q8TD26 Q96J77
huMAP3_10108.1,5,P23769 Q8IX07 Q8N594
huMAP3_10109.1,5,O60895 Q15622 Q86VD7
huMAP3_10110.1,5,Q12934 Q8N715 Q96MC5
huMAP3_10111.1,5,P47974 Q14693 Q92539 Q9BQK8
huMAP3_10112.1,5,O60635 P19397 Q8N967 Q96F25
huMAP3_10113.1,5,A1KZ92 A1L4K1 Q08426 Q693B1 Q8NC69
huMAP3_10114.1,5,O15234 O75534 P08173 P0CB38 P15170 P29558 P48200 P62495 Q09161 Q13064 Q4VXU2 Q8IUX4 Q8IYD1 Q8TB72 Q92615 Q96DU9 Q9BPZ3 Q9H000 Q9H074 Q9NUD5 Q9UHC7 Q9ULR5
huMAP3_10115.1,5,O43776 O95202 P00387 P27695 P39748 P46063 P48735 P49588 P54577 Q00688 Q13526 Q8WYA6 Q99986 Q9NTZ6
huMAP3_10116.1,5,Q06210 Q5SVZ6 Q9BXA9 Q9NSC2 Q9NVW2 Q9Y467
huMAP3_10117.1,5,A6NDY0 O75293 P62324 P78543 Q9UIV1
huMAP3_10118.1,5,P28370 Q149N8 Q16576 Q6NUJ5 Q8IV32
huMAP3_10119.1,5,Q5HYJ3 Q96HJ3 Q9H0W7
huMAP3_10120.1,5,P52952 Q6ZUM4 Q8IWW6 Q8TDY4 Q9BYB0 Q9ULH1 Q9ULL5
huMAP3_10121.1,5,P55263 Q8IXQ9 Q9NXA8
huMAP3_10122.1,5,O43405 Q6AZY7 Q6UXI7 Q86SQ7 Q96EK2
huMAP3_10123.1,5,O60547 O95271 Q99674 Q9H2K2
huMAP3_10124.1,5,Q7RTY0 Q99935 Q9NY91
huMAP3_10125.1,5,P22061 Q15399 Q8IZ83 Q9Y2C9 Q9Y315
huMAP3_10126.1,5,A6NKT7 P41162 P50548 Q03181 Q3MIN7 Q6GMV1 Q92802
huMAP3_10127.1,5,O43934 O95394 Q5RI15
huMAP3_10128.1,5,O60733 Q8N9Y4 Q9NQX3
huMAP3_10129.1,5,Q6NUI2 Q92667 Q96JY0
huMAP3_10130.1,5,O60234 P43246 P60983 Q99536
huMAP3_10131.1,5,O00167 Q15475 Q2NKX8 Q96PX6 Q99502 Q99504 Q9NPC8
huMAP3_10132.1,5,P21397 Q13519 Q96P53 Q9NQG6
huMAP3_10133.1,5,O43598 P01100 P05412 P15336 P15407 P15408 P17275 P17535 P17544 P18847 P41161 P50549 P51965 P53539 Q02930 Q7L5Y6 Q8N2I9 Q8NHY2 Q92519 Q96MS0 Q96RU8
huMAP3_10134.1,5,P17035 P17097 P31152 Q16659 Q5VIY5 Q6HA08 Q8IW41
huMAP3_10135.1,5,Q1ZZU3 Q3MJ16 Q86XK3 Q9BYJ1 Q9P2Z0
huMAP3_10136.1,5,O94760 Q86WV6 Q9NV92
huMAP3_10137.1,5,Q5M8T2 Q8TF45 Q9NPB8
huMAP3_10138.1,5,O00506 O95833 Q7L7X3 Q86WR7 Q8IY42 Q8WUT9 Q9BUL8 Q9P289 Q9Y376 Q9Y6E0
huMAP3_10139.1,5,O00178 Q8TAD8 Q8WTR2 Q9NYS7
huMAP3_10140.1,5,O76061 P06870 P56378 Q96BH3 Q9BW72 Q9H2X0
huMAP3_10141.1,5,O00308 Q5JRV8 Q5TC82 Q92738
huMAP3_10142.1,5,A2A3K4 P36404 P36405 Q96G28 Q9Y2Y0
huMAP3_10143.1,5,Q14191 Q16828 Q86V25 Q8IV48 Q96FI4
huMAP3_10144.1,5,P08572 P53420 P55317 Q02809 Q05707 Q14031
huMAP3_10145.1,5,P28845 Q12794 Q15526 Q9BZQ4
huMAP3_10146.1,5,Q9BV99 Q9HB21 Q9NZQ0
huMAP3_10147.1,5,O43825 O60245 P11717 P50897 P61221 Q02487 Q99519 Q99538
huMAP3_10148.1,5,A6NKD9 A8MZ97 O60927 O75864 O95405 P36873 P41236 P62136 P62140 Q02833 Q12972 Q13625 Q15435 Q15834 Q5U651 Q6NYC8 Q6PJW8 Q7Z3T8 Q8IWU2 Q8NHQ8 Q8NI77 Q8WUF5 Q8WYN3 Q96KQ4 Q96NE9 Q96S65 Q99622 Q9H175 Q9H788 Q9HCD6 Q9UBS5 Q9UPR0 Q9UQ13
huMAP3_10149.1,5,P00352 P20061 Q3YBM2 Q8N4F0 Q8WWU7 Q99935
huMAP3_10150.1,5,645345 O00488 O14836 O60930 O75596 O95104 P31269 P38405 Q05952 Q07021 Q14739 Q14966 Q5T8P6 Q5VTB9 Q6ZN30 Q7RTS1 Q86U06 Q86XI8 Q8N9Z2 Q8NAF0 Q8WUQ7 Q8WYQ3 Q92620 Q96C55 Q96DN6 Q96JP5 Q99933 Q9BX40 Q9H869 Q9H930 Q9HCF6 Q9NWQ4 Q9P2N5 Q9UHA2 Q9UNF1 Q9UNN5 Q9Y2S7 Q9Y6H1
huMAP3_10151.1,5,P05981 Q07444 Q8IU57 Q96B42
huMAP3_10152.1,5,A1A5C7 Q2M3C6 Q8TCT9
huMAP3_10153.1,5,A1L0T0 A2VDJ0 O95573 P08237 P29597 Q5JVF3 Q6UX07 Q8N6R0 Q96CB8 Q9HCG7
huMAP3_10154.1,5,Q8IWG1 Q8N5V2 Q9BQQ3
huMAP3_10155.1,5,Q13563 Q8IV77 Q9NZM6
huMAP3_10156.1,5,O43313 O43521 O96015 P63167 P78508 Q12888 Q14149 Q6ZVD7 Q8N1W2 Q96FJ2 Q9ULD9
huMAP3_10157.1,5,A0PJZ3 P22466 Q9UBC7 Q9UBM8 Q9UBX8
huMAP3_10158.1,5,O75487 P05230 P35052 Q03167 Q14002 Q8NCB2 Q99075 Q9P266
huMAP3_10159.1,5,P43378 Q13496 Q8N7C3
huMAP3_10160.1,5,O75636 P32239 Q96J84
huMAP3_10161.1,5,P42331 Q96EF0 Q96QG7 Q9Y216 Q9Y217
huMAP3_10162.1,5,O00257 O95931 P19784 P35226 P35227 P67870 P68400 P78364 Q06587 Q14781 Q3KNV8 Q5H9F3 Q5VUG0 Q6W2J9 Q6ZNA4 Q86SE9 Q8IXK0 Q8IY57 Q8N488 Q8NDX5 Q8NDY6 Q8NHM5 Q8TE76 Q8WXX7 Q93009 Q96GD3 Q99496 Q9BSM1 Q9BW71 Q9BYE7 Q9H568 Q9HAH7 Q9HC52 Q9HCM7 Q9P1Y6 Q9UN30 Q9UQR0
huMAP3_10163.1,5,P43121 Q12860 Q16363
huMAP3_10164.1,5,O43175 O95208 Q53ET0 Q6UUV7 Q99959 Q9H201 Q9Y6I3 Q9Y6R0
huMAP3_10165.1,5,A6NIH7 O76083 O95238 Q13237 Q13432 Q5T686 Q5VZ89 Q717R9 Q8N475 Q969K3 Q96DX4 Q96GV9 Q96QS6 Q9P2F8 Q9ULE6 Q9Y250
huMAP3_10166.1,5,P22732 P51965 Q96MS0
huMAP3_10167.1,5,P98171 Q5T0U0 Q96KS9 Q9BZW7 Q9NRY4 Q9P2P1
huMAP3_10168.1,5,Q6ZSA7 Q8NE00 Q9H9P2
huMAP3_10169.1,5,O14745 P43897 Q16740 Q9H2U2
huMAP3_10170.1,5,O95750 P01282 P10645 P39905 Q9NQH7
huMAP3_10171.1,5,Q8IY37 Q8NDD1 Q8TA86 Q9BVJ6
huMAP3_10172.1,5,O60496 P19174 Q9H479
huMAP3_10173.1,5,P43626 P43627 P43629 Q8IWE2
huMAP3_10174.1,5,O75063 P26842 Q6ICH7 Q9H1U9 Q9NPZ5 Q9NS00 Q9UHX3
huMAP3_10175.1,5,O14595 O15194 P02686 Q8N9A8 Q99618 Q99795 Q9GZU7
huMAP3_10176.1,5,Q8IXM6 Q8WXH0 Q9NRL2 Q9Y6Q1
huMAP3_10177.1,5,O75712 Q9HA72 Q9UKY0
huMAP3_10178.1,5,O14874 P43155 Q8N4T8 Q9BUA6
huMAP3_10179.1,5,O60343 P0C7U0 Q5R3F8 Q86TI0
huMAP3_10180.1,5,O94827 P16520 P59768 P63211 Q96CX2
huMAP3_10181.1,5,Q6XUX3 Q8IXB1 Q9NS15 Q9UBX5 Q9UHF1 Q9Y3E5
huMAP3_10182.1,5,Q15366 Q96EN8 Q9BUR4
huMAP3_10183.1,5,A6NFS0 P0C5Y9 P0C5Z0 P31941 Q9H4Z2
huMAP3_10184.1,5,Q6UWV6 Q8WWZ8 Q9UM22
huMAP3_10185.1,5,O14598 Q13325 Q9BV86
huMAP3_10186.1,5,P05451 P48304 P61599 Q14CX7
huMAP3_10187.1,5,P16233 P54317 Q6DD87
huMAP3_10188.1,5,A0A0A6YYG9 P51460 Q7Z6M4 Q8IVP9 Q9Y4R7
huMAP3_10189.1,5,Q02539 Q2Q1W2 Q8NEJ9 Q9UC06
huMAP3_10190.1,5,Q6VY07 Q86VP3 Q969E1 Q96FV0 Q96G79 Q9Y2I8
huMAP3_10191.1,5,P04114 P13164 Q5BJH2 Q9BTX3 Q9H8X9
huMAP3_10192.1,5,Q14507 Q8NI22
huMAP3_10193.1,5,O00305 O60359 P78382 Q8WUA7 Q9H3P7
huMAP3_10194.1,5,Q2TBC4 Q5T7V8 Q6UB28 Q9ULU8 Q9Y4F3
huMAP3_10195.1,5,O95490 O95864 P05026 P54707 P54709 Q8WWC4 Q9UGV2
huMAP3_10196.1,5,P80217 Q13287 Q14508 Q562E7
huMAP3_10197.1,5,O15075 O43602 P06858 P47989 Q96T66 Q99541
huMAP3_10198.1,5,P51687 P52952 Q5MJ09 Q86VH5 Q8IZQ5 Q9BYZ6 Q9UKT8 Q9Y4X5
huMAP3_10199.1,5,O43819 P15289 Q14696 Q9BXI3
huMAP3_10200.1,5,A6NEL2 O00212 O60610 O60879 Q9H425 Q9Y4D1
huMAP3_10201.1,5,O60256 O60551 O95163 P11908 P21108 P60891 Q05469 Q14558 Q9C029 Q9Y6Y0
huMAP3_10202.1,5,O00398 O14787 O14981 O15397 O43156 O60443 O60518 O75155 O95373 P06028 P16150 P25942 P32970 P40855 P42345 P49770 P50748 Q12769 Q13144 Q14232 Q68E01 Q6PJG6 Q6UXG8 Q6YHU6 Q7L1Q6 Q7Z4Q2 Q86U38 Q86VU5 Q8N7X8 Q8NAN2 Q8TCG1 Q92538 Q96BI3 Q96ED9 Q96ER3 Q96IQ7 Q96M95 Q96P70 Q96QU8 Q9BW27 Q9C0E2 Q9HAV4 Q9NR50 Q9NRY2 Q9NSV4 Q9UI10 Q9UI26 Q9UIA9 Q9UK00 Q9Y2C4 Q9Y5L0 Q9Y6E2
huMAP3_10203.1,5,O75382 Q8WVK7 Q96PQ7 Q9C040
huMAP3_10204.1,5,A7E2F4 O75556 O95377 O95968 Q16378 Q6B0K9 Q8NFR7 Q969W9 Q9GZZ8
huMAP3_10205.1,5,O95677 Q15475 Q2NKX8 Q99502 Q9NPC8
huMAP3_10206.1,5,P78312 Q7Z7A1 Q8N0S2 Q92805 Q9P219
huMAP3_10207.1,5,C9JLW8 P26196 Q14444 Q3MHD2 Q7Z417 Q8WWM7 Q99700 Q9BUT9 Q9UN86
huMAP3_10208.1,5,P36269 Q03426 Q7Z6B0 Q8TDM5 Q9UJU2 Q9Y5C1
huMAP3_10209.1,5,P33151 Q14654 Q86XR8 Q9HCL2 Q9UN30
huMAP3_10210.1,5,P31273 Q13387 Q14679 Q96HS1 Q9UQF2
huMAP3_10211.1,5,Q15466 Q86YB8 Q96HE7 Q96IY4 Q96N77 Q9BS40
huMAP3_10212.1,5,O75323 P17036 P41743 Q05513 Q13501 Q15334 Q16825 Q6P1M3 Q8TEW0 Q8WVZ9 Q96QE5 Q9BUH8 Q9BYG4 Q9BYG5 Q9NPB6 Q9NX00 Q9NZL6 Q9Y691
huMAP3_10213.1,5,Q04837 Q8WTT0 Q92994 Q9UBZ9 Q9Y256
huMAP3_10214.1,5,Q6PIZ9 Q96EK6 Q96LR7
huMAP3_10215.1,5,O14795 O95057 P52306 P63000 Q14940 Q96GC6 Q96HU8
huMAP3_10216.1,5,P24844 Q13045 Q32MZ4 Q6PII3 Q9H3H9
huMAP3_10217.1,5,P01033 P37088 Q9H112
huMAP3_10218.1,5,Q12934 Q8N715 Q9ULM2
huMAP3_10219.1,5,O75459 P26378 Q01433 Q16854 Q9Y6V7
huMAP3_10220.1,5,A1A519 P48729 Q8N752 Q9HCK1 Q9NW07
huMAP3_10221.1,5,O00515 P0DP24 P21333 P63261 Q5TB80 Q6ZWB6 Q9UBY9
huMAP3_10222.1,5,Q6UB28 Q8IYG6 Q9HD47
huMAP3_10223.1,5,A6NI73 Q6TGC4 Q9HAK2
huMAP3_10224.1,5,P23942 P41181 Q8IYJ1 Q9HCH3
huMAP3_10225.1,5,A6NEL2 O60610 P61962 Q13627 Q2M3V2 Q53LP3 Q711Q0 Q92539 Q9H2X6 Q9H693 Q9NYF3 Q9Y463
huMAP3_10226.1,5,P17677 P19086 Q8N5S1 Q96BJ3 Q9H7P6
huMAP3_10227.1,5,O15488 O95210 O95685 P04746 P06737 P11216 P13807 P35573 P46976 P54840 Q04446 Q6ZSY5 Q86XI6 Q9UQK1
huMAP3_10228.1,5,P30533 P98155 P98164 Q07954 Q14114 Q9NZL3 Q9NZR2
huMAP3_10229.1,5,P01732 P49459 P63146 Q8IX21 Q9BQI6 Q9NS91
